_id,keywords
{ "$oid" : "515ee03bdcd7f3713e00081e" }," hillari clinton headlin ny women confer secretari state hillari rodham clinton right women repres unfinish busi 21st centuri"
{ "$oid" : "515ee03bdcd7f3713e00081f" }," school face question colorado massacr question confront univers colorado theater shoot suspect jame holm attend amid disclosur psychiatrist warn campus polic month dead assault holm danger"
{ "$oid" : "515ee03bdcd7f3713e000820" }," faa fund airport tower 30 year data govern 30 year data aircraft collis justifi cost oper control tower small airport accid rate improv time"
{ "$oid" : "515ee03bdcd7f3713e000821" }," offici obama propos cut social secur presid barack obama 39 propos budget will call reduct growth social secur benefit program insist tax wealthi renew attempt strike broad"
{ "$oid" : "515ee03bdcd7f3713e000822" }," search crew recount dramat calif hiker rescu rescuer couldn 39 ear day gruel search sudden heard faint femal voic call help"
{ "$oid" : "515ee03bdcd7f3713e000823" }," cop suspect shot kill insid polic hq stun polic offici jackson determin suspect shoot kill homicid detect insid interrog room polic headquart suspect end"
{ "$oid" : "515ee03bdcd7f3713e000824" }," bald men face higher heart risk japan potenti link male bald increas risk coronari heart diseas"
{ "$oid" : "515ee03bdcd7f3713e000825" }," low testosteron link arthriti studi men low level hormon testosteron greater risk rheumatoid arthriti studi"
{ "$oid" : "515ee03bdcd7f3713e000826" }," emerg room worker fail suicid patient gun access doctor nurs emerg room don 39 suicid patient access gun gun half suicid countri"
{ "$oid" : "515ee03bdcd7f3713e000827" }," better sleep pill class sleep medic appear help peopl fall asleep caus groggi day research"
{ "$oid" : "515ee03bdcd7f3713e000828" }," lifestyl curb loss height age lifestyl choic adult health habit child influenc height lose age research"
{ "$oid" : "515ee03bdcd7f3713e000829" }," doctor don help lung cancer patient quit smoke doctor treat peopl lung cancer awar kick smoke habit don 39 routin offer type assist patient"
{ "$oid" : "515ee03bdcd7f3713e00082a" }," cartilag earli warn arthriti exercis damag cartilag help identifi peopl earliest stage osteoarthr studi reveal"
{ "$oid" : "515ee03bdcd7f3713e00082b" }," roll stone prep tour add date 39 upset roll stone won 39 come citi upcom tour don 39 stress rocker date"
{ "$oid" : "515ee03bdcd7f3713e00082c" }," 3 real housew nj castmat charg three cast member real housew jersey realiti will face charg alterc cloth boutiqu"
{ "$oid" : "515ee03bdcd7f3713e00082d" }," danni boyl exorcis dark side tranc british director danni boyl call rate thriller tranc mad bad relat crowd pleas open ceremoni produc olymp summer admit tranc serv sort"
{ "$oid" : "515ee03bdcd7f3713e00082e" }," spanish princess court hear delay judg judg investig suspect fraud subpoena spanish king 39 daughter postpon testimoni prosecutor appeal subpoena friday"
{ "$oid" : "515ee03cdcd7f3713e00082f" }," craig weisz star betray broadway real life husband wife daniel craig rachel weisz play adulter stage coupl broadway product harold pinter 39 betray"
{ "$oid" : "515ee03cdcd7f3713e000830" }," mark knopfler scrap russian gig crackdown guitarist mark knopfler cancel russia protest crackdown human right group countri"
{ "$oid" : "515ee03cdcd7f3713e000831" }," ballet star sergei polunin walk 2nd ballet 39 brightest volatil star vanish"
{ "$oid" : "515ee03cdcd7f3713e000832" }," depardieu court drunk drive gerard depardieu couldn 39 trial face drunken drive charg lawyer combat french actor wrest court friday"
{ "$oid" : "515ee03cdcd7f3713e000833" }," antwerp put big bold ruben work hide antwerp royal museum fine art big bold baroqu work famous son peter paul ruben hide renov"
{ "$oid" : "515ee03cdcd7f3713e000834" }," iowa museum find miss tortois elev 18 pound african leopard tortois miss iowa museum aliv elev build"
{ "$oid" : "515ee03cdcd7f3713e000835" }," nyc zombi find long island cat time squar zombi find disast crossroad"
{ "$oid" : "515ee03cdcd7f3713e000836" }," philadelphia readi play pong build philadelphia readi supers game pong side skyscrap"
{ "$oid" : "515ee03cdcd7f3713e000837" }," goat walk mont bar zoo goat walk montana bar weekend stolen pet zoo"
{ "$oid" : "515ee03cdcd7f3713e000838" }," pa man accus steal cake boss freebi pittsburgh man accus cut wait free cake cake boss steal"
{ "$oid" : "515ee03cdcd7f3713e000839" }," 18 taxi nh largest citi pull road odd won 39 cab hampshir 39 largest citi polic sidelin 18 licens taxi inspect failur fail inspect"
{ "$oid" : "515ee03cdcd7f3713e00083a" }," ring inspir tolkien roman gold ring link curs inspir tolkien creat ring"
{ "$oid" : "515ee03cdcd7f3713e00083b" }," southern calif man stage april fool plane joke 39 plane crash wasn 39 southern california"
{ "$oid" : "515ee03cdcd7f3713e00083c" }," pa inmat deni hide phone prosthet leg pennsylvania jail inmat didn 39 sneak cellphon lockup prosthet leg acknowledg year plead guilti disord conduct"
{ "$oid" : "515ee03cdcd7f3713e00083d" }," easter egg hunt seattl zoo turn violent peac springtim ritual childhood easter egg hunt turn nasti woodland park zoo seattl"
{ "$oid" : "515ee03cdcd7f3713e00083e" }," journalist newsdesk place news inspir hackerspac movement open sourc softwar cultur convert newsdesk org share platform independ journalist infrastructur public interest work trial offer ten invit news produc 8217 newsdesk org virtual hackerspac fundrais collabor independ publish experi"
{ "$oid" : "515ee03cdcd7f3713e00083f" }," printabl voter guid san francisco mayor candid 2011 nonpartisan voter guid sf mayor candid succinct printabl list candid posit quot dozen key polici issu ballot initi"
{ "$oid" : "515ee03cdcd7f3713e000840" }," west oakland fight cleaner air toxic tour 1 updat year newsdesk org examin high level air pollut west oakland progress help communiti breath easier move slowli thorni project includ cleanup port local superfund site hard"
{ "$oid" : "515ee03cdcd7f3713e000841" }," los angel neighborhood bear brunt air pollut summer temperatur rise fear asthma ill caus air pollut converg east los angel communiti boyl height"
{ "$oid" : "515ee03cdcd7f3713e000842" }," miss epa grant stall west oakland brownfield cleanup toxic tour 2 decad approv environment protect agenc grant remedi brownfield contamin properti oakland turn reject long time will delay"
{ "$oid" : "515ee03cdcd7f3713e000843" }," residenti lead pollut cleanup west oakland will green technolog toxic tour 2 soil pollut lead long plagu south prescott neighborhood west oakland cleanup final underway saturday june 25 communiti invit learn green technolog project will cle"
{ "$oid" : "515ee03cdcd7f3713e000844" }," beneath feet toxic tour return oakland think plant garden spring west oakland resid unawar lead cadmium soil gasolin tank driveway"
{ "$oid" : "515ee03cdcd7f3713e000845" }," washington elementari student microphon talk student washington elementari school turn wireless microphon heard continu nois airplan nearbi san jose intern airport"
{ "$oid" : "515ee03cdcd7f3713e000846" }," young peopl defin healthi futur boyl height communiti collabor los angel young peopl lead role improv communiti"
{ "$oid" : "515ee03cdcd7f3713e000847" }," smoggi los angel neighborhood push news boyl height los angel crime gentrif coverag air pollut lack safe green space lack access afford healthi food option resid organ determin chang"
{ "$oid" : "515ee03ddcd7f3713e000848" }," report north korea load missil launcher medium rang missil load mobil launcher north korea readi launch south korea semi offici yonhap news agenc report friday cite militari sourc seoul"
{ "$oid" : "515ee03ddcd7f3713e000849" }," exclus brother kill honor attack cold rain kabul pothol fill dirt road turn sea mud drive gateway high wall compound soldier brandish ak 47 stand guard build ve women shelter meet gul meena 17 year girl pakistan shouldn aliv"
{ "$oid" : "515ee03ddcd7f3713e00084a" }," chang limit republican primari republican voter richard dujardincranston backer propos chang state republican parti law difficult unaffili voter vote republican primari argu case meet parti state central committe monday night argu chang hurt parti imag open welcom parti debat rough 125 member prelud committe session set nov 16 member decid secret ballot chang place provid approv third membership surviv potenti legal challeng move vote septemb republican primari vote roll regist republican 90 day prevent current practic allow unaffili voter walk poll place cast vote republican primari primari day disaffili moment chang affect rhode island republican presidenti primari set april 24 propon measur protect local gop manipul republican don parti best interest heart"
{ "$oid" : "515ee03ddcd7f3713e00084b" }," video cumberland newlyw marathon sprint news staffprovid journal video john freidah newport geralyn hoffman larri ducadi cumberland marri easton beach newport sunday 26 2 mile amica marathon coupl cross finish hour friend famili conting media coupl vow"
{ "$oid" : "515ee03ddcd7f3713e00084c" }," warwick public work employe termin barbara polichettiwarwick ri citi public work employe suspend pay week polic investig theft public work headquart fire monday citi offici mayor scott avedisian offic kenneth naylor termin base citi intern review incid addit light polic investig forward attorney general offic review polic report naylor 47 arrest month leav public work complex sandi lane gas assort tool citi offici week dpw unwritten polici allow employe borrow small tool overnight rescind"
{ "$oid" : "515ee03ddcd7f3713e00084d" }," plan landmark medic center news staffbi felic freyer journal staff writer propos sale woonsocket landmark medic center complet hospit will blackston medic center rehabilit hospit rhode island north smithfield landmark own deal will renam blackston rehabilit hospit news emerg monday state regul reveal boston base steward health care system file applic state approv sale hospit applic includ landmark spokesman bill fischer call applic submiss mileston train track pretti excit"
{ "$oid" : "515ee03ddcd7f3713e00084e" }," aarp suspend retire cola unthink news staffbi katherin gregg provid day governor treasur roll pension reform bill aarp mail 20 000 flier denounc anticip suspens annual cost live adjust retir public employe unthink cut pension benefit exist retire aarp mail urg member call legisl protest devast preced draft propos temporarili suspend cola make retir work cola suspend pension system 80 percent fund wait 70 percent fund assembl return tuesday receiv bill launch public hear anticip vote month"
{ "$oid" : "515ee03ddcd7f3713e00084f" }," 110 lose job low close north kingstown store andi smithnorth kingstown 110 employe will lose job low compani announc will close north kingstown improv store davisvill road quonset gateway plaza 118 000 squar foot store open januari 2009 20 underperform store close low corpor spokesperson steve salazar compani releas individu store close profit north kingstown store ceas busi month sell inventori"
{ "$oid" : "515ee03ddcd7f3713e000850" }," brown presid don cut sport mike mcdermottmen women fenc wrestl women ski elimin brown intercollegi athlet program presid ruth simmon recommend respons april report athlet review committe team simmon wrote respons will brown univers corpor week chanc demonstr support endow sport level deem univers plan aim put team sport better financi foot brown athlet director michael goldberg propos year period time allow team rais total 42 addit endow fund simmon carolyn thornton"
{ "$oid" : "515ee03edcd7f3713e000851" }," updat fed time file appeal pleau case kati mulvaneyprovid feder prosecutor nov 23 seek full appeal court review decis allow accus bank robber murder remain state custodi attorney peter neronha offic monday ask 1st circuit court appeal extens need extra time approv solicitor general pursu review govern oct 23 file petit judg juan torruella grant request late monday three judg appeal panel thursday side governor chafe rule rhode island surrend murder suspect jason wayn pleau feder prosecutor trial left face death penalti pleau accus kill gas station manag woonsocket bank origin version stori post 11 14"
{ "$oid" : "515ee03edcd7f3713e000852" }," petit seek repeal defens marriag john mulligan washington bureau washington hundr rhode island sign petit deliv monday sen jack reed support legisl repeal clinton era law purpos feder benefit tax break recogn marriag man woman census data rhode island top ten state gay lesbian coupl choos build live marc solomon nation campaign director freedom marri news releas call rhode island democrat support respect marriag effect repeal 1996 defens marriag reed promis consid request"
{ "$oid" : "515ee03edcd7f3713e000853" }," hear jamestown discuss bridg toll tonight bruce landisjamestown state turnpik bridg author will will hold public hear jamestown 7 studi institut toll mount hope bridg hear will held jamestown philomenian librari 26 north will hear seri studi tuesday night 7 newport marriott 25 america cup avenu newport free park will gateway center newport marriott"
{ "$oid" : "515ee03edcd7f3713e000854" }," updat mass charg dismiss ri lawmak gordon maria armentalfal river mass charg elud polic file rhode island lawmak 2008 car chase dismiss monday state rep daniel gordon agre pay 1 000 administr cost settl charg addit 42 year portsmouth republican will pay 650 probat drive unregist vehicl 50 month year time 50 victim wit fee will probat year drive suspend licens second violat attach plate civil violat failur stay mark lane file year gordon arrest month rhode island offic learn want alleg fugit justic massachusett arrest expos lengthi crimin histori massachusett day earlier rhode island state polic charg drive suspend licens misdemeanor dismiss earlier month report journal staff writer zachari malinowski report associ press origin version report post 9 42"
